"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Infant Birth Weight 12"	"Infant Birth Weight 12 Code"	Births
	"Alabama"	"01"	"2017"	"2017"	"April"	"4"	"3000 - 3499 grams"	"07"	1731
	"Alabama"	"01"	"2017"	"2017"	"April"	"4"	"3500 - 3999 grams"	"08"	1030
	"Alabama"	"01"	"2017"	"2017"	"April"	"4"	"4000 - 4499 grams"	"09"	250
	"Alabama"	"01"	"2017"	"2017"	"April"	"4"	"4500 - 4999 grams"	"10"	33
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"499 grams or less"	"01"	11
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"500 - 999 grams"	"02"	39
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"1000 - 1499 grams"	"03"	50
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"1500 - 1999 grams"	"04"	93
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"2000 - 2499 grams"	"05"	284
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"2500 - 2999 grams"	"06"	973
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"3000 - 3499 grams"	"07"	1872
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"3500 - 3999 grams"	"08"	1136
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"4000 - 4499 grams"	"09"	248
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	"4500 - 4999 grams"	"10"	47
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"500 - 999 grams"	"02"	34
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"1000 - 1499 grams"	"03"	37
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"1500 - 1999 grams"	"04"	96
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"2000 - 2499 grams"	"05"	283
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"2500 - 2999 grams"	"06"	1069
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"3000 - 3499 grams"	"07"	1860
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"3500 - 3999 grams"	"08"	1119
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"4000 - 4499 grams"	"09"	267
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	"4500 - 4999 grams"	"10"	44
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"500 - 999 grams"	"02"	48
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"1000 - 1499 grams"	"03"	51
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"1500 - 1999 grams"	"04"	103
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"2000 - 2499 grams"	"05"	335
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"2500 - 2999 grams"	"06"	1051
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"3000 - 3499 grams"	"07"	1976
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"3500 - 3999 grams"	"08"	1132
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"4000 - 4499 grams"	"09"	296
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	"4500 - 4999 grams"	"10"	52
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"500 - 999 grams"	"02"	36
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"1000 - 1499 grams"	"03"	52
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"1500 - 1999 grams"	"04"	107
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"2000 - 2499 grams"	"05"	383
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"2500 - 2999 grams"	"06"	1179
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"3000 - 3499 grams"	"07"	2123
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"3500 - 3999 grams"	"08"	1275
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"4000 - 4499 grams"	"09"	321
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	"4500 - 4999 grams"	"10"	48
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"499 grams or less"	"01"	10
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"500 - 999 grams"	"02"	31
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"1000 - 1499 grams"	"03"	55
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"1500 - 1999 grams"	"04"	114
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"2000 - 2499 grams"	"05"	332
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"2500 - 2999 grams"	"06"	1136
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"3000 - 3499 grams"	"07"	2002
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"3500 - 3999 grams"	"08"	1205
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"4000 - 4499 grams"	"09"	283
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	"4500 - 4999 grams"	"10"	39
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"500 - 999 grams"	"02"	38
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"1000 - 1499 grams"	"03"	56
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"1500 - 1999 grams"	"04"	121
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"2000 - 2499 grams"	"05"	323
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"2500 - 2999 grams"	"06"	1068
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"3000 - 3499 grams"	"07"	1981
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"3500 - 3999 grams"	"08"	1162
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"4000 - 4499 grams"	"09"	262
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	"4500 - 4999 grams"	"10"	38
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"499 grams or less"	"01"	15
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"500 - 999 grams"	"02"	41
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"1000 - 1499 grams"	"03"	51
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"1500 - 1999 grams"	"04"	122
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"2000 - 2499 grams"	"05"	338
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"2500 - 2999 grams"	"06"	1058
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"3000 - 3499 grams"	"07"	1976
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"3500 - 3999 grams"	"08"	1093
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"4000 - 4499 grams"	"09"	242
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	"4500 - 4999 grams"	"10"	29
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"499 grams or less"	"01"	10
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"500 - 999 grams"	"02"	33
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"1000 - 1499 grams"	"03"	43
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"1500 - 1999 grams"	"04"	83
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"2000 - 2499 grams"	"05"	337
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"2500 - 2999 grams"	"06"	1067
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"3000 - 3499 grams"	"07"	1940
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"3500 - 3999 grams"	"08"	1092
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"4000 - 4499 grams"	"09"	254
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	"4500 - 4999 grams"	"10"	26
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	"1500 - 1999 grams"	"04"	16
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	"2000 - 2499 grams"	"05"	36
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	"2500 - 2999 grams"	"06"	106
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	"3000 - 3499 grams"	"07"	305
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	"3500 - 3999 grams"	"08"	222
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	"4000 - 4499 grams"	"09"	88
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	"4500 - 4999 grams"	"10"	11
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	"1500 - 1999 grams"	"04"	13
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	"2000 - 2499 grams"	"05"	25
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	"2500 - 2999 grams"	"06"	115
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	"3000 - 3499 grams"	"07"	253
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	"3500 - 3999 grams"	"08"	255
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	"4000 - 4499 grams"	"09"	96
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	"4500 - 4999 grams"	"10"	18
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	"1500 - 1999 grams"	"04"	10
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	"2000 - 2499 grams"	"05"	45
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	"2500 - 2999 grams"	"06"	125
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	"3000 - 3499 grams"	"07"	321
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	"3500 - 3999 grams"	"08"	285
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	"4000 - 4499 grams"	"09"	91
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	"4500 - 4999 grams"	"10"	17
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	"1500 - 1999 grams"	"04"	15
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	"2000 - 2499 grams"	"05"	33
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	"2500 - 2999 grams"	"06"	103
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	"3000 - 3499 grams"	"07"	312
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	"3500 - 3999 grams"	"08"	286
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	"4000 - 4499 grams"	"09"	87
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	"4500 - 4999 grams"	"10"	17
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	"2000 - 2499 grams"	"05"	27
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	"2500 - 2999 grams"	"06"	138
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	"3000 - 3499 grams"	"07"	305
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	"3500 - 3999 grams"	"08"	277
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	"4000 - 4499 grams"	"09"	115
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	"4500 - 4999 grams"	"10"	10
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	"1500 - 1999 grams"	"04"	10
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	"2000 - 2499 grams"	"05"	47
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	"2500 - 2999 grams"	"06"	142
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	"3000 - 3499 grams"	"07"	312
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	"3500 - 3999 grams"	"08"	275
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	"4000 - 4499 grams"	"09"	91
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	"4500 - 4999 grams"	"10"	13
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	"1500 - 1999 grams"	"04"	10
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	"2000 - 2499 grams"	"05"	29
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	"2500 - 2999 grams"	"06"	128
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	"3000 - 3499 grams"	"07"	299
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	"3500 - 3999 grams"	"08"	333
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	"4000 - 4499 grams"	"09"	90
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	"4500 - 4999 grams"	"10"	15
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	"1500 - 1999 grams"	"04"	11
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	"2000 - 2499 grams"	"05"	28
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	"2500 - 2999 grams"	"06"	117
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	"3000 - 3499 grams"	"07"	339
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	"3500 - 3999 grams"	"08"	313
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	"4000 - 4499 grams"	"09"	95
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	"4500 - 4999 grams"	"10"	17
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	"1500 - 1999 grams"	"04"	13
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	"2000 - 2499 grams"	"05"	35
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	"2500 - 2999 grams"	"06"	132
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	"3000 - 3499 grams"	"07"	337
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	"3500 - 3999 grams"	"08"	272
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	"4000 - 4499 grams"	"09"	118
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	"4500 - 4999 grams"	"10"	19
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	"1500 - 1999 grams"	"04"	14
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	"2000 - 2499 grams"	"05"	34
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	"2500 - 2999 grams"	"06"	117
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	"3000 - 3499 grams"	"07"	317
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	"3500 - 3999 grams"	"08"	261
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	"4000 - 4499 grams"	"09"	100
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	"4500 - 4999 grams"	"10"	11
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	"2000 - 2499 grams"	"05"	27
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	"2500 - 2999 grams"	"06"	116
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	"3000 - 3499 grams"	"07"	293
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	"3500 - 3999 grams"	"08"	251
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	"4000 - 4499 grams"	"09"	95
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	"4500 - 4999 grams"	"10"	11
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	"2000 - 2499 grams"	"05"	40
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	"2500 - 2999 grams"	"06"	126
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	"3000 - 3499 grams"	"07"	295
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	"3500 - 3999 grams"	"08"	263
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	"4000 - 4499 grams"	"09"	94
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	"4500 - 4999 grams"	"10"	14
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"499 grams or less"	"01"	10
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"500 - 999 grams"	"02"	23
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"1000 - 1499 grams"	"03"	41
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"1500 - 1999 grams"	"04"	92
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"2000 - 2499 grams"	"05"	340
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"2500 - 2999 grams"	"06"	1270
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"3000 - 3499 grams"	"07"	2738
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"3500 - 3999 grams"	"08"	1900
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"4000 - 4499 grams"	"09"	464
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"4500 - 4999 grams"	"10"	61
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	"5000 - 8165 grams"	"11"	11
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"500 - 999 grams"	"02"	15
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"1000 - 1499 grams"	"03"	44
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"1500 - 1999 grams"	"04"	73
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"2000 - 2499 grams"	"05"	305
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"2500 - 2999 grams"	"06"	1096
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"3000 - 3499 grams"	"07"	2496
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"3500 - 3999 grams"	"08"	1659
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"4000 - 4499 grams"	"09"	397
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	"4500 - 4999 grams"	"10"	63
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"499 grams or less"	"01"	13
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"500 - 999 grams"	"02"	32
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"1000 - 1499 grams"	"03"	46
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"1500 - 1999 grams"	"04"	88
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"2000 - 2499 grams"	"05"	339
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"2500 - 2999 grams"	"06"	1280
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"3000 - 3499 grams"	"07"	2608
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"3500 - 3999 grams"	"08"	1840
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"4000 - 4499 grams"	"09"	477
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"4500 - 4999 grams"	"10"	61
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	"5000 - 8165 grams"	"11"	12
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"500 - 999 grams"	"02"	26
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"1000 - 1499 grams"	"03"	50
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"1500 - 1999 grams"	"04"	100
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"2000 - 2499 grams"	"05"	298
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"2500 - 2999 grams"	"06"	1103
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"3000 - 3499 grams"	"07"	2452
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"3500 - 3999 grams"	"08"	1765
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"4000 - 4499 grams"	"09"	437
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	"4500 - 4999 grams"	"10"	59
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"499 grams or less"	"01"	10
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"500 - 999 grams"	"02"	43
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"1000 - 1499 grams"	"03"	39
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"1500 - 1999 grams"	"04"	113
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"2000 - 2499 grams"	"05"	342
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"2500 - 2999 grams"	"06"	1164
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"3000 - 3499 grams"	"07"	2576
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"3500 - 3999 grams"	"08"	1752
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"4000 - 4499 grams"	"09"	412
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	"4500 - 4999 grams"	"10"	61
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"500 - 999 grams"	"02"	26
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"1000 - 1499 grams"	"03"	33
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"1500 - 1999 grams"	"04"	102
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"2000 - 2499 grams"	"05"	318
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"2500 - 2999 grams"	"06"	1232
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"3000 - 3499 grams"	"07"	2674
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"3500 - 3999 grams"	"08"	1726
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"4000 - 4499 grams"	"09"	439
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	"4500 - 4999 grams"	"10"	59
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"500 - 999 grams"	"02"	31
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"1000 - 1499 grams"	"03"	52
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"1500 - 1999 grams"	"04"	92
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"2000 - 2499 grams"	"05"	361
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"2500 - 2999 grams"	"06"	1295
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"3000 - 3499 grams"	"07"	2782
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"3500 - 3999 grams"	"08"	1835
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"4000 - 4499 grams"	"09"	453
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"4500 - 4999 grams"	"10"	57
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	"5000 - 8165 grams"	"11"	10
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"500 - 999 grams"	"02"	34
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"1000 - 1499 grams"	"03"	45
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"1500 - 1999 grams"	"04"	94
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"2000 - 2499 grams"	"05"	343
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"2500 - 2999 grams"	"06"	1340
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"3000 - 3499 grams"	"07"	2897
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"3500 - 3999 grams"	"08"	2057
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"4000 - 4499 grams"	"09"	527
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	"4500 - 4999 grams"	"10"	68
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"500 - 999 grams"	"02"	41
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"1000 - 1499 grams"	"03"	42
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"1500 - 1999 grams"	"04"	79
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"2000 - 2499 grams"	"05"	333
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"2500 - 2999 grams"	"06"	1321
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"3000 - 3499 grams"	"07"	2867
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"3500 - 3999 grams"	"08"	1949
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"4000 - 4499 grams"	"09"	489
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	"4500 - 4999 grams"	"10"	77
